Year,Rank,DJ Name
2019,68,Da Tweekaz
2019,69,
2019,69,Miss K8
2019,70,
2019,70,3 Are Legend
2019,71,
2019,71,Deadmau5
2019,72,
2019,72,Carta
2019,73,
2019,73,Carl Nunes
2019,74,
2019,74,Charlotte de Witte
2019,75,
2019,75,Warface
2019,76,
2019,76,Cedric Gervais
2019,77,
2019,77,Yellow Claw
2019,78,
2019,78,Lucas & Steve
2019,79,
2019,79,Andy C
2019,80,
2019,80,Peggy Gou
2019,81,
2019,81,Deniz Koyu
2019,82,
2019,82,Robin Schulz
2019,83,
2019,83,Vicetone
2019,84,
2019,84,Tom & Collins
2019,85,
2019,85,Boris Brejcha
2019,86,
2019,86,Marco Carola
2019,87,
2019,87,Paul van Dyk
2019,88,
2019,88,Solardo
2019,89,
2019,89,Thomas Gold
2019,90,
2019,90,Black Coffee
2019,91,
2019,91,Paul Kalkbrenner
2019,92,
2019,92,Daddy's Groove
2019,93,
2019,93,Julian Jordan
2019,94,
2019,94,Rave Republic
2019,95,
2019,95,Sub Zero Project
2019,96,
2019,96,D.O.D
2019,97,
2019,97,Henri PFR
2019,98,
2019,98,Florian Picasso
2019,99,
2019,99,Swanky Tunes
2019,100,
2019,100,Solomun
2020,1,
2020,1,David Guetta
2020,2,
2020,2,Dimitri Vegas & Like Mike
2020,3,
2020,3,Martin Garrix
2020,4,
2020,4,Armin Van Buuren
2020,5,
2020,5,Alok
2020,6,
2020,6,Don Diablo
2020,7,
2020,7,Afrojack
2020,8,
2020,8,Oliver Heldens
2020,9,
2020,9,Steve Aoki
2020,10,
2020,10,Timmy Trumpet
2020,11,
2020,11,Marshmello
2020,12,
2020,12,KSHMR
2020,13,
2020,13,R3hab
2020,14,
2020,14,W&W
2020,15,
2020,15,Skrillex
2020,16,
2020,16,Tiësto
2020,17,
2020,17,Hardwell
2020,18,
2020,18,Calvin Harris
2020,19,
2020,19,Above & Beyond
2020,20,
2020,20,Nervo
2020,21,
2020,21,Lost Frequencies
2020,22,
2020,22,Eric Prydz
2020,23,
2020,23,Fedde Le Grand
2020,24,
2020,24,Vini Vici
2020,25,
2020,25,DJ Snake
2020,26,
2020,26,Alan Walker
2020,27,
2020,27,The Chainsmokers
2020,28,
2020,28,Kygo
2020,29,
2020,29,Bassjackers
2020,30,
2020,30,Vintage Culture
2020,31,
2020,31,Nicky Romero
2020,32,
2020,32,Charlotte de Witte
2020,33,
2020,33,Quintino
2020,34,
2020,34,Carl Cox
2020,35,
2020,35,Zedd
2020,36,
2020,36,Angerfist
2020,37,
2020,37,Diplo
2020,38,
2020,38,Danny Avila
2020,39,
2020,39,VINAI
2020,40,
2020,40,Tujamo
2020,41,
2020,41,Claptone
2020,42,
2020,42,MATTN
2020,43,
2020,43,Illenium
2020,44,
2020,44,Mariana Bo
2020,45,
2020,45,Alesso
2020,46,
2020,46,Headhunterz
2020,47,
2020,47,Alison Wonderland
2020,48,
2020,48,Adam Beyer
2020,49,
2020,49,Wolfpack
2020,50,
2020,50,Paul van Dyk
2020,51,
2020,51,Diego Miranda
2020,52,
2020,52,Cat Dealers
2020,53,
2020,53,Ferry Corsten
2020,54,
2020,54,Miss K8
2020,55,
2020,55,DVBBS
2020,56,
2020,56,ATB
2020,57,
2020,57,REZZ
2020,58,
2020,58,Will Sparks
2020,59,
2020,59,Amelie Lens
2020,60,
2020,60,Boris Brejcha
2020,61,
2020,61,Carta
2020,62,
2020,62,3 Are Legend
2020,63,
2020,63,Breathe Carolina
2020,64,
2020,64,Deadmau5
2020,65,
2020,65,Ummet Ozcan
2020,66,
2020,66,Nina Kraviz
2020,67,
2020,67,Yellow Claw
2020,68,
2020,68,Jamie Jones
2020,69,
2020,69,Peggy Gou
2020,70,
2020,70,Blasterjaxx
2020,71,
2020,71,Julian Jordan
2020,72,
2020,72,Deniz Koyu
2020,73,
2020,73,Nora En Pure
2020,74,
2020,74,Kura
2020,75,
2020,75,Florian Picasso
2020,76,
2020,76,TBC - marek
2020,77,
2020,77,Tom & Collins
2020,78,
2020,78,Brennan Heart
2020,79,
2020,79,Mr Pig
2020,80,
2020,80,Radical Redemption
2020,81,
2020,81,Rave Republic
2020,82,
2020,82,Pink Panda
2020,83,
2020,83,D.O.D
2020,84,
2020,84,Swedish House Mafia
2020,85,
2020,85,Plastik Funk
2020,86,
2020,86,Green Velvet
2020,87,
2020,87,Sunnery James & Ryan Marciano
2020,88,
2020,88,Aryue
2020,89,
2020,89,Burak Yeter
2020,90,
2020,90,Mike Williams
2020,91,
2020,91,Black Coffee
2020,92,
2020,92,Tungevaag
2020,93,
2020,93,Deborah De Luca
2020,94,
2020,94,Mike Perry
2020,95,
2020,95,ANNA
2020,96,
2020,96,Dimitri Vangelis & Wyman
2020,97,
2020,97,Blastoyz
2020,98,
2020,98,22Bullets
2020,99,
2020,99,Robin Schulz
2020,100,
2020,100,Marco Carola
2021,1,
2021,1,David Guetta
2021,2,
2021,2,Martin Garrix
2021,3,
2021,3,Armin Van Buuren
2021,4,
2021,4,Alok
2021,5,
2021,5,Dimitri Vegas & Like Mike
2021,6,
2021,6,Afrojack
2021,7,
2021,7,Don Diablo
2021,8,
2021,8,Oliver Heldens
2021,9,
2021,9,Timmy Trumpet
2021,10,
2021,10,Steve Aoki
2021,11,
2021,11,KSHMR
2021,12,
2021,12,R3hab
2021,13,
2021,13,Marshmello
2021,14,
2021,14,W&W
2021,15,
2021,15,Tiësto
2021,16,
2021,16,Calvin Harris
2021,17,
2021,17,Vintage Culture
2021,18,
2021,18,Nervo
2021,19,
2021,19,Fedde Le Grand
2021,20,
2021,20,Vini Vici
2021,21,
2021,21,Above & Beyond
2021,22,
2021,22,Alan Walker
2021,23,
2021,23,Charlotte de Witte
2021,24,
2021,24,Skrillex
2021,25,
2021,25,Lost Frequencies
2021,26,
2021,26,Nicky Romero
2021,27,
2021,27,Carl Cox
2021,28,
2021,28,Bassjackers
2021,29,
2021,29,The Chainsmokers
2021,30,
2021,30,Quintino
2021,31,
2021,31,Eric Prydz
2021,32,
2021,32,Claptone
2021,33,
2021,33,DJ Snake
2021,34,
2021,34,Danny Avila
2021,35,
2021,35,ATB
2021,36,
2021,36,Tujamo
2021,37,
2021,37,GORDO
2021,38,
2021,38,Peggy Gou
2021,39,
2021,39,MORTEN
2021,40,
2021,40,Mariana Bo
2021,41,
2021,41,Paul van Dyk
2021,42,
2021,42,Boris Brejcha
2021,43,
2021,43,Ummet Ozcan
2021,44,
2021,44,Amelie Lens
2021,45,
2021,45,REZZ
2021,46,
2021,46,Angerfist
2021,47,
2021,47,Diego Miranda
2021,48,
2021,48,Kygo
2021,49,
2021,49,Alison Wonderland
2021,50,
2021,50,Jamie Jones
2021,51,
2021,51,VINAI
2021,52,
2021,52,Deadmau5
2021,53,
2021,53,Miss K8
2021,54,
2021,54,Nina Kraviz
2021,55,
2021,55,Beauz
2021,56,
2021,56,Will Sparks
2021,57,
2021,57,Ferry Corsten
2021,58,
2021,58,Adam Beyer
2021,59,
2021,59,Nora En Pure
2021,60,
2021,60,Carta
2021,61,
2021,61,Blasterjaxx
2021,62,
2021,62,Breathe Carolina
2021,63,
2021,63,Alesso
2021,64,
2021,64,Zedd
2021,65,
2021,65,Pink Panda
2021,66,
2021,66,Julian Jordan
2021,67,
2021,67,MATTN
2021,68,
2021,68,Black Coffee
2021,69,
2021,69,Panta Q
2021,70,
2021,70,Mike Williams
2021,71,
2021,71,Deniz Koyu
2021,72,
2021,72,Naeleck
2021,73,
2021,73,Brennan Heart
2021,74,
2021,74,Kura
2021,75,
2021,75,Tom & Collins
2021,76,
2021,76,Mr Pig
2021,77,
2021,77,FISHER
2021,78,
2021,78,Virtual Riot
2021,79,
2021,79,D.O.D
2021,80,
2021,80,Plastik Funk
2021,81,
2021,81,Green Velvet
2021,82,
2021,82,Burak Yeter
2021,83,
2021,83,KAAZE
2021,84,
2021,84,Aryue
2021,85,
2021,85,Cat Dealers
2021,86,
2021,86,Rave Republic
2021,87,
2021,87,Sunnery James & Ryan Marciano
2021,88,
2021,88,MaRLo
2021,89,
2021,89,Tungevaag
2021,90,
2021,90,Giftback
2021,91,
2021,91,Christina Novelli
2021,92,
2021,92,22Bullets
2021,93,
2021,93,KAKA
2021,94,
2021,94,Blastoyz
2021,95,
2021,95,Florian Picasso
2021,96,
2021,96,Luminn
2021,97,
2021,97,Alexso
2021,98,
2021,98,Daddy’s Groove
2021,99,
2021,99,Dexter King
2021,100,
2021,100,VIZE
2022,1,
2022,1,Martin Garrix
2022,2,
2022,2,David Guetta
2022,3,
2022,3,Dimitri Vegas & Like Mike
2022,4,
2022,4,Alok
2022,5,
2022,5,Armin Van Buuren
2022,6,
2022,6,Afrojack
2022,7,
2022,7,Steve Aoki
2022,8,
2022,8,Timmy Trumpet
2022,9,
2022,9,Don Diablo
2022,10,
2022,10,Oliver Heldens
2022,11,
2022,11,Vintage Culture
2022,12,
2022,12,KSHMR
2022,13,
2022,13,R3hab
2022,14,
2022,14,Charlotte de Witte
2022,15,
2022,15,Tiësto
2022,16,
2022,16,Calvin Harris
2022,17,
2022,17,Alan Walker
2022,18,
2022,18,W&W
2022,19,
2022,19,Fedde Le Grand
2022,20,
2022,20,Nicky Romero
2022,21,
2022,21,Vini Vici
2022,22,
2022,22,Carl Cox
2022,23,
2022,23,Skrillex
2022,24,
2022,24,Peggy Gou
2022,25,
2022,25,GORDO
2022,26,
2022,26,Marshmello
2022,27,
2022,27,Bassjackers
2022,28,
2022,28,Lost Frequencies
2022,29,
2022,29,Eric Prydz
2022,30,
2022,30,Above & Beyond
2022,31,
2022,31,Claptone
2022,32,
2022,32,Jamie Jones
2022,33,
2022,33,Quintino
2022,34,
2022,34,Mariana Bo
2022,35,
2022,35,Tujamo
2022,36,
2022,36,Danny Avila
2022,37,
2022,37,Amelie Lens
2022,38,
2022,38,Paul van Dyk
2022,39,
2022,39,Black Coffee
2022,40,
2022,40,Nervo
2022,41,
2022,41,Ummet Ozcan
2022,42,
2022,42,ATB
2022,43,
2022,43,Hardwell
2022,44,
2022,44,DJ Snake
2022,45,
2022,45,VINAI
2022,46,
2022,46,The Chainsmokers
2022,47,
2022,47,Alison Wonderland
2022,48,
2022,48,FISHER
2022,49,
2022,49,Reinier Zonneveld
2022,50,
2022,50,Deborah De Luca
2022,51,
2022,51,Adam Beyer
2022,52,
2022,52,Blasterjaxx
2022,53,
2022,53,Beauz
2022,54,
2022,54,Diego Miranda
2022,55,
2022,55,REZZ
2022,56,
2022,56,MORTEN
2022,57,
2022,57,Nora En Pure
2022,58,
2022,58,Zedd
2022,59,
2022,59,Carta
2022,60,
2022,60,Julian Jordan
2022,61,
2022,61,Boris Brejcha
2022,62,
2022,62,Will Sparks
2022,63,
2022,63,Angerfist
2022,64,
2022,64,Alesso
2022,65,
2022,65,Deadmau5
2022,66,
2022,66,Cat Dealers
2022,67,
2022,67,Joel Corry
2022,68,
2022,68,Brennan Heart
2022,69,
2022,69,Topic
2022,70,
2022,70,KAAZE
2022,71,
2022,71,Tom & Collins
2022,72,
2022,72,Plastik Funk
2022,73,
2022,73,Kura
2022,74,
2022,74,Naeleck
2022,75,
2022,75,Pink Panda
2022,76,
2022,76,Burak Yeter
2022,77,
2022,77,Swedish House Mafia
2022,78,
2022,78,MATTN
2022,79,
2022,79,Breathe Carolina
2022,80,
2022,80,Ofenbach
2022,81,
2022,81,Tungevaag
2022,82,
2022,82,Green Velvet
2022,83,
2022,83,22Bullets
2022,84,
2022,84,Lucas & Steve
2022,85,
2022,85,Mr Pig
2022,86,
2022,86,Aryue
2022,87,
2022,87,Ferry Corsten
2022,88,
2022,88,Solomun
2022,89,
2022,89,Miss K8
2022,90,
2022,90,Honey Dijon
2022,91,
2022,91,Acraze
2022,92,
2022,92,Le Twins
2022,93,
2022,93,Dubdogz
2022,94,
2022,94,Rave Republic
2022,95,
2022,95,KAKA
2022,96,
2022,96,Sunnery James & Ryan Marciano
2022,97,
2022,97,Maya Jane Coles
2022,98,
2022,98,Jay Hardway
2022,99,
2022,99,Cuebrick
2022,100,
2022,100,The Martinez Brothers
2023,1,
2023,1,David Guetta
2023,2,
2023,2,Dimitri Vegas & Like Mike
2023,3,
2023,3,Martin Garrix
2023,4,
2023,4,Alok
2023,5,
2023,5,Armin Van Buuren
2023,6,
2023,6,Timmy Trumpet
2023,7,
2023,7,Afrojack
2023,8,
2023,8,Steve Aoki
2023,9,
2023,9,Peggy Gou
2023,10,
2023,10,Vintage Culture
2023,11,
2023,11,Alan Walker
2023,12,
2023,12,Calvin Harris
2023,13,
2023,13,Don Diablo
2023,14,
2023,14,R3hab
2023,15,
2023,15,KSHMR
2023,16,
2023,16,W&W
2023,17,
2023,17,Skrillex
2023,18,
2023,18,Charlotte de Witte
2023,19,
2023,19,Oliver Heldens
2023,20,
2023,20,FISHER
2023,21,
2023,21,GORDO
2023,22,
2023,22,Lost Frequencies
2023,23,
2023,23,Tiësto
2023,24,
2023,24,Nicky Romero
2023,25,
2023,25,Black Coffee
2023,26,
2023,26,Carl Cox
2023,27,
2023,27,Reinier Zonneveld
2023,28,
2023,28,Vini Vici
2023,29,
2023,29,Quintino
2023,30,
2023,30,Amelie Lens
2023,31,
2023,31,Bassjackers
2023,32,
2023,32,Claptone
2023,33,
2023,33,Fedde Le Grand
2023,34,
2023,34,Fred Again..
2023,35,
2023,35,Marshmello
2023,36,
2023,36,Jamie Jones
2023,37,
2023,37,Hardwell
2023,38,
2023,38,DJ Snake
2023,39,
2023,39,Eric Prydz
2023,40,
2023,40,Above & Beyond
2023,41,
2023,41,Joel Corry
2023,42,
2023,42,Danny Avila
2023,43,
2023,43,Mariana Bo
2023,44,
2023,44,The Chainsmokers
2023,45,
2023,45,Paul van Dyk
2023,46,
2023,46,Deborah De Luca
2023,47,
2023,47,Zedd
2023,48,
2023,48,Nervo
2023,49,
2023,49,ATB
2023,50,
2023,50,Beauz
2023,51,
2023,51,VINAI
2023,52,
2023,52,Alesso
2023,53,
2023,53,Nora En Pure
2023,54,
2023,54,Tujamo
2023,55,
2023,55,Boris Brejcha
2023,56,
2023,56,REZZ
2023,57,
2023,57,Topic
2023,58,
2023,58,Blasterjaxx
2023,59,
2023,59,KAAZE
2023,60,
2023,60,The Martinez Brothers
2023,61,
2023,61,Adam Beyer
2023,62,
2023,62,Kura
2023,63,
2023,63,Swedish House Mafia
2023,64,
2023,64,Dubdogz
2023,65,
2023,65,Deadmau5
2023,66,
2023,66,Mike Williams
2023,67,
2023,67,Burak Yeter
2023,68,
2023,68,Julian Jordan
2023,69,
2023,69,Ummet Ozcan
2023,70,
2023,70,Cat Dealers
2023,71,
2023,71,Angerfist
2023,72,
2023,72,Plastik Funk
2023,73,
2023,73,Tungevaag
2023,74,
2023,74,Acraze
2023,75,
2023,75,Tom & Collins
2023,76,
2023,76,Deorro
2023,77,
2023,77,Ofenbach
2023,78,
2023,78,22Bullets
2023,79,
2023,79,Brennan Heart
2023,80,
2023,80,Diego Miranda
2023,81,
2023,81,Lucas & Steve
2023,82,
2023,82,Aryue
2023,83,
2023,83,James Hype
2023,84,
2023,84,Le Twins
2023,85,
2023,85,Pink Panda
2023,86,
2023,86,KAKA
2023,87,
2023,87,Naeleck
2023,88,
2023,88,MARTEN HØRGER
2023,89,
2023,89,Ferry Corsten
2023,90,
2023,90,MORTEN
2023,91,
2023,91,Kölsch
2023,92,
2023,92,Rave Republic
2023,93,
2023,93,Cuebrick
2023,94,
2023,94,Solomun
2023,95,
2023,95,Maddix
2023,96,
2023,96,Lizzy Wang
2023,97,
2023,97,Indira Paganotto
2023,98,
2023,98,Liu
2023,99,
2023,99,Le Shuuk
2023,100,
2023,100,Jay Hardway
2024,1,
2024,1,Martin Garrix
2024,2,
2024,2,David Guetta
2024,3,
2024,3,Dimitri Vegas & Like Mike
2024,4,
2024,4,Alok
2024,5,
2024,5,Timmy Trumpet
2024,6,
2024,6,Armin Van Buuren
2024,7,
2024,7,Afrojack
2024,8,
2024,8,FISHER
2024,9,
2024,9,Vintage Culture
2024,10,
2024,10,Peggy Gou
2024,11,
2024,11,Hardwell
2024,12,
2024,12,Steve Aoki
2024,13,
2024,13,Alan Walker
2024,14,
2024,14,KSHMR
2024,15,
2024,15,Don Diablo
2024,16,
2024,16,Charlotte de Witte
2024,17,
2024,17,Anyma
2024,18,
2024,18,R3hab
2024,19,
2024,19,Skrillex
2024,20,
2024,20,Lost Frequencies
2024,21,
2024,21,W&W
2024,22,
2024,22,Calvin Harris
2024,23,
2024,23,Tiësto
2024,24,
2024,24,Black Coffee
2024,25,
2024,25,Nicky Romero
2024,26,
2024,26,Reinier Zonneveld
2024,27,
2024,27,Vini Vici
2024,28,
2024,28,Fred Again..
2024,29,
2024,29,Oliver Heldens
2024,30,
2024,30,Jamie Jones
2024,31,
2024,31,Carl Cox
2024,32,
2024,32,Claptone
2024,33,
2024,33,DJ Snake
2024,34,
2024,34,Marshmello
2024,35,
2024,35,Keinemusik
2024,36,
2024,36,Joel Corry
2024,37,
2024,37,Paul van Dyk
2024,38,
2024,38,Quintino
2024,39,
2024,39,Swedish House Mafia
2024,40,
2024,40,Fedde Le Grand
2024,41,
2024,41,Amelie Lens
2024,42,
2024,42,The Chainsmokers
2024,43,
2024,43,Alesso
2024,44,
2024,44,Bassjackers
2024,45,
2024,45,GORDO
2024,46,
2024,46,Eric Prydz
2024,47,
2024,47,ATB
2024,48,
2024,48,KAAZE
2024,49,
2024,49,Indira Paganotto
2024,50,
2024,50,Nervo
2024,51,
2024,51,Mariana Bo
2024,52,
2024,52,VINAI
2024,53,
2024,53,Above & Beyond
2024,54,
2024,54,Zedd
2024,55,
2024,55,Boris Brejcha
2024,56,
2024,56,Kura
2024,57,
2024,57,James Hype
2024,58,
2024,58,Deborah De Luca
2024,59,
2024,59,Tujamo
2024,60,
2024,60,Korolova
2024,61,
2024,61,Mochakk
2024,62,
2024,62,Dubdogz
2024,63,
2024,63,Julian Jordan
2024,64,
2024,64,Burak Yeter
2024,65,
2024,65,Nora En Pure
2024,66,
2024,66,Dom Dolla
2024,67,
2024,67,Deadmau5
2024,68,
2024,68,The Martinez Brothers
2024,69,
2024,69,Maddix
2024,70,
2024,70,John Summit
2024,71,
2024,71,Lucas & Steve
2024,72,
2024,72,Danny Avila
2024,73,
2024,73,Mike Williams
2024,74,
2024,74,22Bullets
2024,75,
2024,75,Sara Landry
2024,76,
2024,76,DubVision
2024,77,
2024,77,Cat Dealers
2024,78,
2024,78,Kölsch
2024,79,
2024,79,Liu
2024,80,
2024,80,Ferry Corsten
2024,81,
2024,81,Plastik Funk
2024,82,
2024,82,Jax Jones
2024,83,
2024,83,Le Twins
2024,84,
2024,84,Tungevaag
2024,85,
2024,85,Aryue
2024,86,
2024,86,REZZ
2024,87,
2024,87,WUKONG
2024,88,
2024,88,Solomun
2024,89,
2024,89,Cuebrick
2024,90,
2024,90,Marnik
2024,91,
2024,91,Mau P
2024,92,
2024,92,KAKA
2024,93,
2024,93,Pink Panda
2024,94,
2024,94,B Jones
2024,95,
2024,95,Naeleck
2024,96,
2024,96,Rave Republic
2024,97,
2024,97,Topic
2024,98,
2024,98,Giuseppe Ottaviani
2024,99,
2024,99,Faustix
2024,100,
2024,100,MEDUZA
